id,service_provider,activity,well_name,template_id,split,heldout_provider,heldout_activity
321,Halliburton Co,slide drlg,KG-076,halliburton_slide_drilling_v1,train,0,0
322,HAL,pulling out of hole,NS-19H,halliburton_trip_out_v1,train,0,0
323,SLB Ltd,POOOH,AR68H,slb_trip_out_v1,train,0,0
324,Halliburton Energy Services,rot. drilling,KG 99,halliburton_rotary_drilling_v1,train,0,0
325,  Baker  Hughes Co ,sliding,KG-020H,baker_hughes_slide_drilling_v1,train,0,0
326,slb intl,roatry drlg,BH-26,slb_rotary_drilling_v1,test,1,0
327,slb,Rot. Drillnig,BH31,slb_rotary_drilling_v1,train,0,0
328,HAL,circulating,BH 57A,halliburton_circulating_v1,train,0,0
329,Halliburton,circ.,kg-86H,halliburton_circulating_v1,train,0,0
330,Baker Hughes,TOOH,KG97ST1,baker_hughes_trip_out_v1,train,0,0
331,Baker Hughes,trip in,bh-31,baker_hughes_trip_in_v1,train,0,0
332,Schlumberger Ltd,drilling - rotary,KG-82,slb_rotary_drilling_v1,train,0,0
333,halliburton energy services,rot drill,WELL-AR-41A,halliburton_rotary_drilling_v2,val,0,0
334,Halliburton Energy Services,run in hole,NS52ST1,halliburton_trip_in_v1,train,0,0
335,Baker Hughes Co,slide drilll,ar-86H,baker_hughes_slide_drilling_v1,val,0,0
336,Halliburton Intl,fluid circulation,WELL-MB-4,halliburton_circulating_v1,test,1,1
337,Hal,drilling - slide,BH-052A,halliburton_slide_drilling_v1,train,0,0
338,HAL,CIRCULAE,AR 83,halliburton_circulating_v2,train,0,0
339,HAL,Circulating,WELL-AR-2,halliburton_circulating_v2,val,0,0
340,Halliburton Intl,  DRILLING  - SLIDE ,BH-026,halliburton_slide_drilling_v1,test,1,0
341,Baker Hughes Co,  circulating ,NS-28ST1,baker_hughes_circulating_v2,test,0,0
342,baker hzghes,TOOH,KG 96A,baker_hughes_trip_out_v1,train,0,0
343,Baker Hughes,rotary mode drilling,AR-094,baker_hughes_rotary_drilling_v2,test,0,1
344,Schlumebrger,circulation,NS-055,slb_circulating_v2,train,0,0
345,bkr,Circulate,MB-95A,baker_hughes_circulating_v1,test,0,0
346,slb,Cric,WELL-AR-28,slb_circulating_v2,val,0,0
347,HAL,Running In  Hole,NS-22A,halliburton_trip_in_v1,train,0,0
348,HALLIBURTON CO,circulate,BH-031,halliburton_circulating_v1,train,0,0
349,SBL Ltd,run in hole,ar-21,slb_trip_in_v1,train,0,0
350,Halliburton Enerxy Services,trip in,BH-31,halliburton_trip_in_v1,train,0,0
351,Baker Hughes Co,CIRC.,WELL-NS-22A,baker_hughes_circulating_v2,train,0,0
352,Halliburton Intl,rotary drill,mb-30H,halliburton_rotary_drilling_v1,test,1,0
353,Halliburton Energy Services,run in hole,NS-78,halliburton_trip_in_v1,train,0,0
354,Schlumberger,ROT DRILL,NS 80ST1,slb_rotary_drilling_v2,train,0,0
355,BAKER HUGHES,rot. drilling,NS-31,baker_hughes_rotary_drilling_v2,train,0,0
356,schlumberger ltd,drilling rotary,AR-009A,slb_rotary_drilling_v2,val,0,0
357,Baker Huhges Co,  ROTAR  DRILLING ,AR 20,baker_hughes_rotary_drilling_v2,test,0,0
358,BakerHughes,circulaoe,KG-7,baker_hughes_circulating_v1,test,0,0
359,Halliburton Energy Services,tripping in,BH-047,halliburton_trip_in_v1,val,0,0
360,Baker Hughes Co,hole circulation,AR-084,baker_hughes_circulating_v2,train,0,0
361,BAKER HUGHES,SLIDING MOUE DRILLING,kg-93A,baker_hughes_slide_drilling_v1,train,0,0
362,SLB,cir.c,NS 63ST1,slb_circulating_v2,train,0,0
363,  Slb ,circulte,kg-88H,slb_circulating_v1,train,0,0
364,Baker Hughes,RIH,NS13ST1,baker_hughes_trip_in_v1,train,0,0
365,HAL,Trip-In,WELL-KG-62ST1,halliburton_trip_in_v1,train,0,0
366,Baker Hughes Company,rotary mode drilling,WELL-NS-25ST1,baker_hughes_rotary_drilling_v2,test,1,1
367,Schulmberger Ltd,hole cixculation,NS-057,slb_circulating_v2,val,0,0
368,halliburton co,run in hole,KG71,halliburton_trip_in_v1,train,0,0
369,schlumbergr,hole circulation,kg-1H,slb_circulating_v1,val,0,0
370,SLB Ltd,rotary drilling,ns-34ST1,slb_rotary_drilling_v2,train,0,0
371,Baker Hughes Co,rotary drill,AR 65H,baker_hughes_rotary_drilling_v2,train,0,0
372,slb intl,slide dilling,AR-14A,slb_slide_drilling_v1,test,1,0
373,SLB Ltd,  CIRCULATING ,WELL-BH-36,slb_circulating_v1,train,0,0
374,BakerHughes,RUN IN HOLE,WELL-KG-22ST1,baker_hughes_trip_in_v1,train,0,0
375,Schlumberger,Circulatiing,AR 90H,slb_circulating_v2,train,0,0
376,BAKER HUGHES CO,CIRC,KG 7,baker_hughes_circulating_v1,test,0,0
377,Schlumberger Ltd,rotary drillvng,AR-69H,slb_rotary_drilling_v2,train,0,0
378,Halliburton Co,rotary drilling,ar-70ST1,halliburton_rotary_drilling_v2,train,0,0
379,SLB,  circulating ,KG 32ST1,slb_circulating_v1,train,0,0
380,Halliburton Energy Services,tripping out,AR-059ST1,halliburton_trip_out_v1,train,0,0
381,SLB,circulation,KG-14A,slb_circulating_v1,train,0,0
382,Slb,DRILLING ROTARY,WELL-AR-48,slb_rotary_drilling_v2,val,0,0
383,  BAKER  HUGHMS CO ,Rih,BH-3,baker_hughes_trip_in_v1,train,0,0
384,Halliburton Co,circulaitng,ns-2ST1,halliburton_circulating_v2,train,0,0
385,Baker Hughes Co,DRILLING - SLIDE,KG-82,baker_hughes_slide_drilling_v1,train,0,0
386,Halliburton Co,drilling - rotary,BH-38,halliburton_rotary_drilling_v1,train,0,0
387,SLB LTD,cilc.,AR-074,slb_circulating_v2,val,0,0
388,  Halliburton  Co ,rotary drilling,MB-072A,halliburton_rotary_drilling_v1,train,0,0
389,Bakeerhughes,Drilling - Rotary,WELL-BH-36,baker_hughes_rotary_drilling_v1,train,0,0
390,BKR,CRICULATING,AR2,baker_hughes_circulating_v2,val,0,0
391,Schlumberger Ltd,drilling rotary,BH8,slb_rotary_drilling_v1,train,0,0
392,SLB Ld,drilling - rotary,KG-65,slb_rotary_drilling_v1,train,0,0
393,Bkr,rotary drill,MB-88ST1,baker_hughes_rotary_drilling_v1,val,0,0
394,SCHLUMBERGER LTD,Hole Circulation,KG30,slb_circulating_v1,train,0,0
395,HAL,sliding,KG-099,halliburton_slide_drilling_v1,train,0,0
396,Schlumberger,Slide Drilling,MB-78,slb_slide_drilling_v1,train,0,0
397,Schlumberger Ltd,trip out,MB-006ST1,slb_trip_out_v1,train,0,0
398,SLB,drilling rotary,kg-21,slb_rotary_drilling_v1,train,0,0
399,HAL,circulate,ns-18H,halliburton_circulating_v2,train,0,0
400,HALLIBURTON CO,ciculation,kg-18,halliburton_circulating_v1,val,0,0
401,  BAKER-HUGHES ,  rotary  drlg ,KG 7,baker_hughes_rotary_drilling_v1,test,1,0
402,Schlumberger Ltd,  circ ,AR39H,slb_circulating_v2,train,0,0
403,HAL,fluid circulation,NS-14A,halliburton_circulating_v2,test,0,1
404,Bkr,drilling - slide,MB-049,baker_hughes_slide_drilling_v1,train,0,0
405,Schlumbejger,Rotary Drill,KG49,slb_rotary_drilling_v1,train,0,0
406,  bkr ,circ.,mb-47,baker_hughes_circulating_v1,train,0,0
407,BAKER HUGHES,Circulating,kg-22ST1,baker_hughes_circulating_v1,train,0,0
408,  HAL ,  Slide  Drilling ,WELL-MB-8ST1,halliburton_slide_drilling_v1,train,0,0
409,Baker Hughes Company,ROT DRILL,MB-59,baker_hughes_rotary_drilling_v1,test,1,0
410,BAKERHGUHES,circulating,BH-094,baker_hughes_circulating_v1,train,0,0
411,Halliburton Co,slidq drilling,KG84,halliburton_slide_drilling_v1,train,0,0
412,slb ltd,  trip  out ,NS-34ST1,slb_trip_out_v1,train,0,0
413,Halliburton Energy Services,trip in,KG-062ST1,halliburton_trip_in_v1,train,0,0
414,  SLB  LTD ,TRIPPING IN,WELL-KG-72H,slb_trip_in_v1,train,0,0
415,Schlumberger,slide dril,ar-37,slb_slide_drilling_v1,train,0,0
416,hal,rotating drilling,MB 60,halliburton_rotary_drilling_v1,test,0,1
417,Halliburton Energy Services,  HOLE  IRCULATION ,KG 96A,halliburton_circulating_v1,train,0,0
418,SLB Intl,running in the hole,AR-94,slb_trip_in_v1,test,1,1
419,HAL,TRIPPING OUT,BH93,halliburton_trip_out_v1,val,0,0
420,HAL,Rot Drill,NS-078,halliburton_rotary_drilling_v2,train,0,0
421,Baker Hughes,HOLE CIRCULATION,WELL-MB-95A,baker_hughes_circulating_v1,test,0,0
422,Schlumberger,  circ ,MB-019H,slb_circulating_v1,train,0,0
423,HALLIBURTON CO,DRILLING ROTARY,MB-021,halliburton_rotary_drilling_v1,test,0,0
424,  Baker  Hughes ,drilling - slie,NS-78,baker_hughes_slide_drilling_v1,train,0,0
425,Halliburton Co,  POOH ,AR-019,halliburton_trip_out_v1,train,0,0
426,Schlumberger Limited,TOOH,WELL-BH-73H,slb_trip_out_v1,test,1,0
427,  halliburton  energy services ,trip--out,BH8,halliburton_trip_out_v1,train,0,0
428,baker hughes co,  hole  circulation ,KG99,baker_hughes_circulating_v1,train,0,0
429,  Hallbiurton  Co ,POOH,KG-062ST1,halliburton_trip_out_v1,train,0,0
430,BakerHughes,Circulating Mud,MB-95A,baker_hughes_circulating_v1,test,0,1
431,Schlumberger,rot. drilling,BH 38,slb_rotary_drilling_v1,train,0,0
432,halliburton co,trip-in,BH-34A,halliburton_trip_in_v1,train,0,0
433,hal,runnnig in hole,MB 41,halliburton_trip_in_v1,train,0,0
434,HALLIBURTON ENERGY SERVICES,trip-in,MB-089,halliburton_trip_in_v1,test,0,0
435,Baker Hughes,rot drll,NS-032ST1,baker_hughes_rotary_drilling_v2,train,0,0
436,hal,PULLING OUT OF HOLE,kg-49,halliburton_trip_out_v1,train,0,0
437,BakerHuughes,sliding,WELL-NS-14A,baker_hughes_slide_drilling_v1,test,0,0
438,Schlumberger Ltd,CIRCULATING,MB-72A,slb_circulating_v1,train,0,0
439,Halliburton,ciculate,WELL-BH-26,halliburton_circulating_v1,test,0,0
440,BakerHughes,CIRCULATE,KG 82,baker_hughes_circulating_v1,train,0,0
441,schlumberger ltd,DRIYLING - ROTARY,WELL-NS-31,slb_rotary_drilling_v2,train,0,0
442,schlumberger,drilling rotary,MB 42A,slb_rotary_drilling_v1,val,0,0
443,Halliburton Co,hole circulation,KG 99,halliburton_circulating_v1,train,0,0
444,BAKER HUGHES,  circulating ,AR 57,baker_hughes_circulating_v2,train,0,0
445,halliburton co,ROTARYDRLG,BH80H,halliburton_rotary_drilling_v1,train,0,0
446,Hallliburton Co,hole circulation,KG-028ST1,halliburton_circulating_v1,val,0,0
447,  SLB  Ltd ,pull out of hole,MB-082ST1,slb_trip_out_v1,train,0,0
448,Halliburton Co,rootary drlg,AR-83,halliburton_rotary_drilling_v2,train,0,0
449,HALLIBURTON,circ.,KG-62ST1,halliburton_circulating_v1,train,0,0
450,Baker Hughes Co,Circulate,AR19,baker_hughes_circulating_v2,train,0,0
451,bakerughes,circulate,KG-62ST1,baker_hughes_circulating_v1,train,0,0
452,BKR,POHO,NS55,baker_hughes_trip_out_v1,train,0,0
453,SLB,drilling - rotary,AR 71ST1,slb_rotary_drilling_v2,val,0,0
454,Slb,TRIPPING OUT,WELL-KG-12A,slb_trip_out_v1,train,0,0
455,slb,running in hole,BH-026,slb_trip_in_v1,test,0,0
456,Baker Hughes,CIRC,ns-37H,baker_hughes_circulating_v2,val,0,0
457,Baker Hughess Co,rotary drilling,MB-049,baker_hughes_rotary_drilling_v1,train,0,0
458,BakerHughes,slding,WELL-NS-71,baker_hughes_slide_drilling_v1,train,0,0
459,  SBL  LTD ,Hole Circulation,WELL-MB-9H,slb_circulating_v1,test,0,0
460,bkr,trippiug in,mb-35A,baker_hughes_trip_in_v1,train,0,0
461,Schlumberger Ltd,sliding mode drilling,MB-85ST1,slb_slide_drilling_v1,val,0,0
462,baker hughes,ROT DRILL,ar-73H,baker_hughes_rotary_drilling_v2,train,0,0
463,baer hughes co,Trippingqin,NS-058,baker_hughes_trip_in_v1,train,0,0
464,Schlumbegrer Ltd,drilling - slide,KG-055ST1,slb_slide_drilling_v1,train,0,0
465,BAKERHUGHES,circulating,MB 72A,baker_hughes_circulating_v1,train,0,0
466,hal,hole circulation,NS-053,halliburton_circulating_v2,train,0,0
467,Schlumberger Ltd,Rotary Drinling,WELL-AR-75,slb_rotary_drilling_v2,train,0,0
468,Schlumberger,pulling out of hole,BH-40,slb_trip_out_v1,test,0,0
469,Schlumberger,ROTARY DRILL,WELL-BH-11,slb_rotary_drilling_v1,test,0,0
470,slb ltd,  rotay  drill ,KG 22ST1,slb_rotary_drilling_v1,train,0,0
471,Halliburton,Circlating,KG-012A,halliburton_circulating_v1,train,0,0
472,halliburton energy services,trippingo ut,KG-018,halliburton_trip_out_v1,val,0,0
473,halliburton,sliding,KG-84,halliburton_slide_drilling_v1,train,0,0
474,  Baker  Hughes Co ,run in hole,BH-93,baker_hughes_trip_in_v1,val,0,0
475,BKR,circulate,NS58,baker_hughes_circulating_v2,train,0,0
476,BAKERHUGHES,  TRIPPING  IN ,KG26,baker_hughes_trip_in_v1,train,0,0
477,Baker Hughes Company,slidng,MB 21,baker_hughes_slide_drilling_v1,test,1,0
478,Baker Hughes Co,Circulation,MB-008ST1,baker_hughes_circulating_v1,train,0,0
479,  BAKER  HUGHES CO ,drilling - rotary,AR-086H,baker_hughes_rotary_drilling_v2,val,0,0
480,Halliburton Co,slding,MB-097ST1,halliburton_slide_drilling_v1,train,0,0
481,bakerhughes,drilling - rotary,NS80ST1,baker_hughes_rotary_drilling_v2,train,0,0
482,Schlumberger,hol ecirculation,BH-93,slb_circulating_v1,val,0,0
483,hal,TIH,MB5ST1,halliburton_trip_in_v1,train,0,0
484,SCHLUMBERGER LTD,Circulation,KG-044H,slb_circulating_v1,train,0,0
485,bakerhughes,  run  in hole ,KG20H,baker_hughes_trip_in_v1,train,0,0
486,halliburton energy services,circ.,WELL-KG-95H,halliburton_circulating_v1,train,0,0
487,HALLIBURTONENERGY SERVICES,circulatng,WELL-BH-84ST1,halliburton_circulating_v1,train,0,0
488,slb,Tripping Out,MB 81H,slb_trip_out_v1,train,0,0
489,  HALLIBURTON  CO ,ROT DRILL,KG-1H,halliburton_rotary_drilling_v1,val,0,0
490,HALLIBURTON,  rotary  drilling ,KG-004,halliburton_rotary_drilling_v1,train,0,0
491,SLB Ltd,rot. drilling,BH-71ST1,slb_rotary_drilling_v1,val,0,0
492,Bake Hughes Co,ROTAYR DRILL,MB 8ST1,baker_hughes_rotary_drilling_v1,train,0,0
493,SLB Ltd,hole circulation,NS-080ST1,slb_circulating_v2,train,0,0
494,BKR,circ.,MB-006ST1,baker_hughes_circulating_v1,train,0,0
495,BKR,drilling rotary,KG-12A,baker_hughes_rotary_drilling_v1,train,0,0
496,Halliburton,circulation,MB-041,halliburton_circulating_v1,train,0,0
497,Bkr,Circulating,ns-4,baker_hughes_circulating_v2,train,0,0
498,BKR,rot. drilling,AR37,baker_hughes_rotary_drilling_v2,train,0,0
499,Slb,circulation,AR 97,slb_circulating_v2,train,0,0
500,  halliburton  co ,slied drlg,AR-83,halliburton_slide_drilling_v1,train,0,0
501,Halliburton Co,ROTARY DRLG,ar-57,halliburton_rotary_drilling_v2,train,0,0
502,Baler Hughes,slide drilling,KG76,baker_hughes_slide_drilling_v1,train,0,0
503,slb ltd,CIRC,ns-55,slb_circulating_v2,train,0,0
504,halliburton intl,sliding,MB-059,halliburton_slide_drilling_v1,test,1,0
505,SLB,ROT. DRILLING,KG-72H,slb_rotary_drilling_v1,train,0,0
506,slb,slidde drlg,WELL-KG-71,slb_slide_drilling_v1,train,0,0
507,Baker Hughes,drrilling - rotary,mb-64,baker_hughes_rotary_drilling_v1,train,0,0
508,HALLIBURTON,circulate,KG-018,halliburton_circulating_v1,val,0,0
509,  Halliburton  Co ,ROTARY DRILL,NS-018H,halliburton_rotary_drilling_v2,train,0,0
510,SBL LTD,DRILLING ROTARY,BH-029,slb_rotary_drilling_v1,train,0,0
511,  SLB ,  Trip  In ,mb-49,slb_trip_in_v1,train,0,0
512,schlmuberger,circulation,NS-069ST1,slb_circulating_v2,train,0,0
513,Schlumberger Ltd,hole circulation,WELL-MB-73,slb_circulating_v1,test,0,0
514,Slb,tripping in,KG70,slb_trip_in_v1,train,0,0
515,SLB,trip-aut,KG1H,slb_trip_out_v1,val,0,0
516,BAKER HHUGHES,Rotaryy Drlg,WELL-AR-48,baker_hughes_rotary_drilling_v2,val,0,0
517,BKR,HOLE CIRCULATION,BH 42,baker_hughes_circulating_v1,val,0,0
518,SB Ltd,ciirculate,BH 94,slb_circulating_v1,train,0,0
519,Halliburton Energy Services,pull out of hole,AR-39H,halliburton_trip_out_v1,train,0,0
520,BKR,Circ,BH 38,baker_hughes_circulating_v1,train,0,0
521,BKR,CIRC,BH61,baker_hughes_circulating_v1,test,0,0
522,  SLB ,  running  in hole ,KG-86H,slb_trip_in_v1,train,0,0
523,Schlumberger Ltd,  trip  in ,NS-55,slb_trip_in_v1,train,0,0
524,BKR,ROT. DRILLING,bh-61,baker_hughes_rotary_drilling_v1,test,0,0
525,schlumberger ltd,sliding mode drilling,BH-094,slb_slide_drilling_v1,train,0,0
526,HALLIBURTON CO,circlation,KG 54,halliburton_circulating_v1,train,0,0
527,Schlumberger,circlation,BH-89ST1,slb_circulating_v1,train,0,0
528,hal,rotary drlg,BH-055A,halliburton_rotary_drilling_v1,val,0,0
529,Halliburton,CIRC,AR 14A,halliburton_circulating_v2,test,0,0
530,HAL,rotary drll,MB-056ST1,halliburton_rotary_drilling_v1,train,0,0
531,Halliburton,crc,NS-004,halliburton_circulating_v2,train,0,0
532,HAL,rotary drill,MB51A,halliburton_rotary_drilling_v1,train,0,0
533,HAL,Trip Out,WELL-BH-89ST1,halliburton_trip_out_v1,train,0,0
534,Bakerhughes,drilling rotary,NS-58,baker_hughes_rotary_drilling_v2,train,0,0
535,Hallbiurton Intl,  circulatino ,BH-011,halliburton_circulating_v1,test,1,0
536,Bakre Hughes Co,Toooh,ns-2ST1,baker_hughes_trip_out_v1,train,0,0
537,SLB,hole circrlation,bh-8,slb_circulating_v1,train,0,0
538,Schllumberger Limited,rotary mode drilling,BH 26,slb_rotary_drilling_v1,test,1,1
539,halliburton co,circ.,WELL-AR-28,halliburton_circulating_v2,val,0,0
540,Baker Hughes,circ.,MB56ST1,baker_hughes_circulating_v1,train,0,0
541,HALLIBURTON CO,  ROT.  DRILLIING ,mb-35A,halliburton_rotary_drilling_v1,train,0,0
542,baker hughes,ROT DRILL,MB-41,baker_hughes_rotary_drilling_v1,train,0,0
543,Halliburton Co,  CIRC. ,ns-52ST1,halliburton_circulating_v2,train,0,0
544,HAL,circulate,KG 76,halliburton_circulating_v1,train,0,0
545,SCHLUMBERGER LTD,rot. drilling,BH-029,slb_rotary_drilling_v1,train,0,0
546,halliburton,  rot.  drilling ,AR-32ST1,halliburton_rotary_drilling_v2,test,0,0
547,Baker Hughes,rotary drill,NS84,baker_hughes_rotary_drilling_v2,train,0,0
548,Schlumberger Ltd,circ,KG 84,slb_circulating_v1,train,0,0
549,SLB,drilling rotary,BH 52A,slb_rotary_drilling_v1,train,0,0
550,Bakerhughes,circulate,WELL-NS-58,baker_hughes_circulating_v2,train,0,0
551,Schumberger,rotaryd rlg,AR 70ST1,slb_rotary_drilling_v2,train,0,0
552,baker hughes co,circ,AR 28,baker_hughes_circulating_v2,val,0,0
553,HAL,rot. drilling,BH-22ST1,halliburton_rotary_drilling_v1,train,0,0
554,  Baker  Hughes Co ,running in hole,NS-25ST1,baker_hughes_trip_in_v1,test,0,0
555,BKR,  ROOT  DRILL ,MB 42A,baker_hughes_rotary_drilling_v1,val,0,0
556,schlumberger ltd,rotary drlg,WELL-AR-83,slb_rotary_drilling_v2,train,0,0
557,BakerHughes,rotary drilling,bh-86A,baker_hughes_rotary_drilling_v1,train,0,0
558,HAL,  RUNNING  IN HOLE ,AR-83,halliburton_trip_in_v1,train,0,0
559,SLB Ltd,rotaqy drill,MB-6ST1,slb_rotary_drilling_v1,train,0,0
560,BakerHughes,Tih,MB-55ST1,baker_hughes_trip_in_v1,train,0,0
561,HALLIBURTON CO,rot. drilling,MB 4,halliburton_rotary_drilling_v1,test,0,0
562,Halliburton,running in hole,KG-22ST1,halliburton_trip_in_v1,train,0,0
563,Schlumberger,slide drdlling,MB 51A,slb_slide_drilling_v1,train,0,0
564,Halliburton Energy Services,POaH,AR59ST1,halliburton_trip_out_v1,train,0,0
565,halliburton co,circulating,BH-55A,halliburton_circulating_v1,val,0,0
566,halliburton energy services,drilling - slide,MB 5ST1,halliburton_slide_drilling_v1,train,0,0
567,Schlumberger Ltd,Circ,MB41,slb_circulating_v1,train,0,0
568,  Schlumberger ,  CIRC ,WELL-NS-63ST1,slb_circulating_v2,train,0,0
569,baker hughes co,Pulling Out Of Hole,kg-21,baker_hughes_trip_out_v1,train,0,0
570,Halilburton,  trip  in ,AR 75,halliburton_trip_in_v1,train,0,0
571,SLB Lttd,circ.,ns-53,slb_circulating_v2,train,0,0
572,HALLIBURTON ENERGY SERVICES,tripping out,BH-80H,halliburton_trip_out_v1,train,0,0
573,HALLIBUTON ENERGY SERVICES,rot. drilling,WELL-BH-84ST1,halliburton_rotary_drilling_v1,train,0,0
574,Halliburton,  DRILLING  - SLIDE ,BH-86A,halliburton_slide_drilling_v1,train,0,0
575,schlumberger,drillnig rotary,AR 90H,slb_rotary_drilling_v2,train,0,0
576,Schlumberger,Hole Criculation,AR18,slb_circulating_v2,test,0,0
577,Halliburton Energgy Services,pulling out of hole,WELL-KG-5H,halliburton_trip_out_v1,train,0,0
578,halliburton,drilling - slide,MB-032ST1,halliburton_slide_drilling_v1,val,0,0
579,HAL,slide drill,AR 45ST1,halliburton_slide_drilling_v1,train,0,0
580,baker hughes co,circ.,BH71ST1,baker_hughes_circulating_v1,val,0,0
581,Halliburton,SLIDE DRILL,WELL-NS-4,halliburton_slide_drilling_v1,train,0,0
582,SLB TLD,run in hole,KG-055ST1,slb_trip_in_v1,train,0,0
583,Baker Hughes Co,drilling - slide,MB-097ST1,baker_hughes_slide_drilling_v1,train,0,0
584,HAL,tripin,MB-78,halliburton_trip_in_v1,train,0,0
585,Halliburton Energy Services,rotary drilling,NS-034ST1,halliburton_rotary_drilling_v2,train,0,0
586,  HALLIBURTON  CORP ,hole circulatino,BH 61,halliburton_circulating_v1,test,1,0
587,Schlumberger,  TRIP  IN ,WELL-BH-36,slb_trip_in_v1,train,0,0
588,hal,POOH,KG20H,halliburton_trip_out_v1,train,0,0
589,Halliburton Ennergy Services,  circ. ,AR 68H,halliburton_circulating_v2,train,0,0
590,Halliburton Co,rotray drlg,NS-032ST1,halliburton_rotary_drilling_v2,train,0,0
591,BakerHughes,sliding mode drilling,BH-67A,baker_hughes_slide_drilling_v1,train,0,0
592,Halliburton,circ.,WELL-NS-57,halliburton_circulating_v2,val,0,0
593,Schlumberger,TOOH,AR39H,slb_trip_out_v1,train,0,0
594,HAL,Cirrc,BH-028A,halliburton_circulating_v1,train,0,0
595,slb,drilling - slide,WELL-BH-57A,slb_slide_drilling_v1,train,0,0
596,BakerHughes,Poh,BH-048H,baker_hughes_trip_out_v1,train,0,0
597,Halliburton Co,drilling - rotary,ns-25ST1,halliburton_rotary_drilling_v2,test,0,0
598,Halliburton,circulation,NS55,halliburton_circulating_v2,train,0,0
599,Halliburton,running in hole,NS84,halliburton_trip_in_v1,train,0,0
600,HALVIBURTON ENERGY SERVICES,Circulation,AR21,halliburton_circulating_v2,train,0,0
601,SLB Ltd,rot. drilling,NS 84,slb_rotary_drilling_v2,train,0,0
602,SCHLUMBERGER LTD,pooh,WELL-NS-69ST1,slb_trip_out_v1,train,0,0
603,schlumberger,  circulate ,AR70ST1,slb_circulating_v2,train,0,0
604,HALLIBURTON CO,Slide Drrlg,BH 98,halliburton_slide_drilling_v1,train,0,0
605,BAKERHUGHES,CIRCULATE,KG22ST1,baker_hughes_circulating_v1,train,0,0
606,HALLIBURTON,trip-out,MB 86H,halliburton_trip_out_v1,train,0,0
607,HAL,rotary drill,AR-32ST1,halliburton_rotary_drilling_v2,test,0,0
608,bkr,circulate,NS 10ST1,baker_hughes_circulating_v2,train,0,0
609,  halliburton  energy services ,rot. drillilg,KG86H,halliburton_rotary_drilling_v1,train,0,0
610,Schlumberger Ltd,sliding mode drilling,NS-069ST1,slb_slide_drilling_v1,train,0,0
611,Baker Hughes Co,  trip  out ,MB-96ST1,baker_hughes_trip_out_v1,train,0,0
612,Baker Hughes,rotary drill,KG 7,baker_hughes_rotary_drilling_v1,test,0,0
613,  HALLIBURTON ,pull out of hole,NS-019H,halliburton_trip_out_v1,train,0,0
614,Halliburton Corp,circulattng,AR 20,halliburton_circulating_v2,test,1,0
615,SLB,circ.,WELL-AR-10H,slb_circulating_v2,val,0,0
616,Halliburton Energy Services,hole circulation,NS-8,halliburton_circulating_v2,train,0,0
617,Baker Hughes,circulate,WELL-NS-70,baker_hughes_circulating_v2,train,0,0
618,BAKER HUGHES,POOH,KG-20H,baker_hughes_trip_out_v1,train,0,0
619,  Halliburton ,circulate,BH11,halliburton_circulating_v1,test,0,0
620,Schlumberger Ltd,Cirrculate,WELL-NS-18H,slb_circulating_v2,train,0,0
621,BKR,RIH,NS 87,baker_hughes_trip_in_v1,train,0,0
622,Schlumberger,circ.,bh-98,slb_circulating_v1,train,0,0
623,Baker Hughes Co,holle circulation,AR 97,baker_hughes_circulating_v2,train,0,0
624,Schlumberger,circulating,AR 39H,slb_circulating_v2,train,0,0
625,Baker Hughes Company,  fluid  criculation ,AR14A,baker_hughes_circulating_v2,test,1,1
